Country_code_A3;Name;Y_1990;Y_1991;Y_1992;Y_1993;Y_1994;Y_1995;Y_1996;Y_1997;Y_1998;Y_1999;Y_2000;Y_2001;Y_2002;Y_2003;Y_2004;Y_2005;Y_2006;Y_2007;Y_2008;Y_2009;Y_2010;Y_2011;Y_2012;Y_2013;Y_2014;Y_2015;Y_2016;Y_2017;Y_2018
CUB;Cuba;26133,8864251363;24987,1928391883;24096,9747047707;21236,747261496;21875,4673564461;21112,3368222883;22225,5765141297;22135,5204919169;21684,9124018874;21035,8277613636;21009,9316865051;20101,6249960291;20049,3658339016;19856,8220193651;19395,5375078567;18444,3720793672;19060,8873156773;19199,624310805;19721,9578333677;20176,4155329229;19994,4180995048;20447,326412169;20497,9375977974;20664,7076006595;20769,0832415724;20018,2184842466;20071,3502738528;19723,4453040738;19685,9025002928
CYM;Cayman Islands;35,0200870359832;35,6698771687759;37,7478265540037;34,1851569101248;38,7429122621291;41,0595162355972;41,9491035677734;42,5859136366645;50,4746098341441;61,7114581317132;74,4562303327294;75,883732147231;72,3736048356796;76,7094685727331;75,0591927374486;75,9026461501394;72,2892782742853;83,4197356337927;86,1882298761587;85,8295814141744;84,9041171045082;95,265665261124;96,3405108886927;96,9459125282457;98,8782750535929;100,623148538477;102,546206279796;100,795458284654;98,9166831530441
CYP;Cyprus;1254,73572991127;1621,91020279527;1553,72783999535;1619,63830481023;1658,2957663821;1674,9709459566;1786,51607651447;1717,38830649954;1755,7933118067;1805,87396407522;1826,84670828781;1833,25382154238;1901,80231857252;1980,01218186866;2001,72798690138;2046,50368525734;2065,78981826187;2102,53439611582;2131,1394970565;2054,98878362744;2171,16987815655;2056,10328057928;1997,53966720845;1899,40317363755;1996,7840932;1993,78945200806;2063,96807900619;2110,6858186592;2162,53276656293
CZE;Czech Republic;34646,518777963;31049,6716470621;27769,5797032874;27751,8262341794;27626,1193889793;27715,6945333919;26777,8199378308;25491,116110528;24840,7928017428;24307,8334038534;25071,3236060248;26181,6121868836;25234,9252074582;25230,90071868;25028,7273631061;24767,1944212672;24761,0007149714;25230,566123329;24956,3690552482;23111,5141726485;24431,7521543668;25040,50920366;24547,1524789943;24673,9278947495;24450,1760102493;25149,5811360879;25022,1836850091;25371,6341745898;24933,0482736512
DEU;Germany;218115,523162856;214476,731583804;206568,799643193;200261,008533495;199101,545264168;200260,914208408;200240,193471052;198202,80973038;196463,526957543;190738,829111164;186930,989407831;183989,372564953;185626,486478042;183738,756573073;181962,005456753;177257,679082159;176150,103964749;176781,424565502;176682,18905062;171652,749352229;174144,697332537;172113,616714648;172057,611634531;173679,622404145;172764,351096927;171101,326243761;170339,868720479;168592,510403417;164534,097526722
DJI;Djibouti;876,863161345131;900,833562992009;909,521953605446;935,850865538503;943,087083084043;995,908907329351;1018,61658587563;1032,82879019819;1044,25570066715;1082,35784290936;1054,1441572424;1059,80782350184;1068,59397439715;1081,27439668562;1093,08883955364;1104,08256851635;1106,56334533716;1123,3567287213;1137,71298021523;1117,60878583692;1115,10725396866;1118,18628632257;1144,46241137502;1161,70439426271;1179,51175457385;1181,80147156711;1214,55209202564;1240,94272165382;1242,63265988172
DMA;Dominica;115,847689321058;115,73597190796;116,247083893821;116,141776694024;117,484041493908;118,385159736457;118,708827316139;120,161815917368;122,050902022853;124,944357791199;126,039732514937;72,7086539309238;70,6528896294465;73,0993392442541;75,4829730675915;75,1253185588055;74,4689466191655;77,183519805417;76,1439256474619;77,4690960894017;78,0140123480092;81,9626174707771;83,7682305964194;83,2071872791127;84,8230199525668;85,474778690734;86,5572666126319;89,7842208065359;89,3412845260537
DNK;Denmark;25554,7080733293;26533,5663535853;25591,4153889641;25828,6424627416;25971,9411039178;25908,1252921598;26195,6481619517;25896,5232242522;25245,0592622249;24721,805338454;24360,614854071;24528,2524839053;24056,868993695;24369,7344614795;23489,3478215091;23074,6808695027;23540,0740965349;23215,5413241344;22431,2476828133;21806,1464506954;22039,2031599778;21460,1711168831;20797,5498118386;20735,6235184841;20401,5497520946;20012,381043656;22581,7238387306;22160,612667768;22201,7352247125
DOM;Dominican Republic;10022,1124211461;10579,4200375816;10341,1290829516;10714,0325764783;10908,5333394878;11130,3648819049;11550,0600093391;11851,0740508005;12325,8275101133;11655,8664863017;11539,2620049195;12065,7847267592;13104,4962560366;12737,9332065181;13187,6372636506;13273,4971976331;14023,4649356136;14888,4795473284;15179,4487052011;15822,2431230173;16246,2651038858;16193,1888474242;16416,1840793764;16638,2906229175;16688,4081486115;17092,1858475955;18336,1463306085;18568,362834681;19322,427231187
DZA;Algeria;27450,662101616;27518,0488034308;29502,485154223;30629,7967397107;30086,1455700828;30814,6081305762;31221,6607803668;30614,9386012976;30914,935658517;32176,4018261107;33762,6429272322;32063,6087499402;32115,3453073167;34069,8078407326;34460,7780796656;35503,3548645866;36285,6998893248;36774,047402461;37553,3401837903;40909,9471259307;42443,6560692542;44658,4950979825;47787,8576077536;48795,7702303496;53302,7614478425;55722,9509784764;55523,8152663514;55437,6884231507;58536,6081917938
ECU;Ecuador;55064,8499011651;55207,2179819093;56849,0289089776;58024,2877512321;59087,2885586351;59865,8745283652;60650,3702587634;61262,7186625354;59864,3196853061;59401,4748373543;57736,2846073113;50868,4225752687;51660,5511495728;52724,4752508613;54153,6612367316;52334,9391594595;53016,2074180012;52739,0879810525;52698,0945780216;53981,5773329998;55006,636744325;46317,2674139602;46389,1521616723;46969,9554934431;46008,3242772428;45271,9330211321;51187,1515717324;51061,3529144653;51045,4801160355
EGY;Egypt;42245,8846566282;44445,6077476729;45774,7904950272;46724,8039492094;47131,9786896233;49785,0501225503;51333,6327950155;52586,8377533601;52810,0763982168;55478,9966112816;58219,474445141;60011,4561777537;62932,6741829864;65025,0368019553;71062,6435022207;76380,7533069999;78676,4127178972;80320,1460038957;82475,5311189103;81931,3933194172;85262,4542298666;90562,3719272626;92705,4942704009;85764,0241094943;86762,8607727904;87413,8484597145;90584,5659773178;92241,7951279285;96048,9995449576
ERI;Eritrea;3918,94133894925;3960,70099331314;4037,72570963132;3872,51413655415;3947,24445993188;4002,61750608616;4381,34439826946;4824,36898571439;5054,28688640582;5142,13137877755;5254,40627597552;5040,66559705462;4994,57386623322;5134,21806644353;5194,03852135283;5270,35119978718;5157,28825600948;5392,95997038677;5395,50492902439;5431,97681838421;5354,39124604763;5733,46697726102;5776,63325698411;5832,46040101376;5869,7256384228;5912,14708148922;5824,14082376369;5840,53960133213;5885,38184468049
ESH;Western Sahara;263,027796482758;269,930515133631;272,516301380117;275,860804100591;279,292650629504;284,886603589409;290,877272298646;296,767215093057;301,784078551997;309,361377102038;322,080943881622;608,421535383113;379,312414272729;389,615203974773;398,072630472656;407,086720034507;410,97330293652;414,380492870027;416,765687451125;419,416184396266;420,358259565229;396,001528755762;399,698911424971;403,833830066939;405,452431618603;408,658595284625;405,527107293428;405,581396301924;409,445833494753
ESP;Spain;81698,2321542539;83211,4026233347;83077,6920021874;80217,5610814753;82452,9035679089;85477,8986966325;86865,3359664003;91936,1763867184;93322,9327669028;97836,1438728192;104048,5645137;106217,849791244;108559,913264044;114332,208782061;115315,33863253;115657,531350459;113759,922250553;119216,891184849;112602,055562179;107290,254436638;105618,109067273;105345,251649945;104118,401037915;101971,22474379;101549,05997613;98428,5494296472;98974,3642667432;99450,8235753521;98143,1601554711
EST;Estonia;8418,47484423777;8269,33978434816;9094,52450836247;8175,44227711892;7259,13674868623;6821,21828953618;6819,53925498505;6533,52829197105;6612,24893339801;6368,41912220135;6453,95451478016;6817,97831497143;6529,75373237644;6626,79209482202;6966,66884476904;7024,27574582909;6971,32656097813;7436,51260120217;7351,91846594185;6835,25706906132;6928,91388822108;7065,61393420984;7320,90511439638;7680,15561979181;7598,31729636074;7518,25076646642;7061,79417496544;7220,69930743611;7283,39130460822
ETH;Ethiopia;56588,2391264878;56998,9578507543;58490,6148020401;80159,0200260616;80955,2923483231;81559,8329776884;84001,6930051854;86272,8135283144;90684,9986372808;90728,4696761941;88180,4707985134;102998,282143083;110487,933054853;109138,100510524;110855,859445531;114293,285623463;119489,477458135;128107,995241723;132575,410395975;136561,629884245;142036,356738869;141886,098925955;145451,803893464;148574,661681761;152780,781316991;155550,398100798;159152,855519917;162955,152072975;164419,749972353
FIN;Finland;32863,5921607449;32057,8254860901;31011,875871186;31217,1856077449;31998,3672087665;30740,9857671919;29929,387521704;29648,0950147114;29849,3441296782;32239,4595512571;32217,9744922013;54318,5711659998;54240,5233346024;55172,1596223313;56657,439038464;54518,8034891791;56868,0363794149;54361,5593736823;53549,5617109645;52989,7901336823;54284,1143030758;37881,4540215044;38554,8092574887;38472,7618218577;37703,6100689665;36827,139965483;28043,0255715698;27839,0949405126;28341,0308863532
FJI;Fiji;1362,25983991724;1365,81410822994;1395,5071750513;1471,14683080291;1526,95229657001;1569,60940632789;1572,16854367065;1577,92465354881;1553,06031005458;1542,13071764789;1537,39045481507;1565,49525354686;1517,96728419181;1532,65365287562;1595,26708881353;1572,38187425932;1591,00877326673;1578,6330690929;1552,69178628585;1561,07427601512;1529,76366283792;1738,61784966429;1595,19233582931;1649,4265073458;1703,11111313428;1151,44081115224;1145,51454239337;1209,65035711316;1238,65379713692
FLK;Falkland Islands (Malvinas);949,029596674334;947,383038916533;941,44805955202;941,479743811512;1320,6911516891;1320,44710556644;1310,00081989034;1315,29171727603;1312,80197901034;1310,44293956972;1313,73896394803;1305,9366972054;1305,23647092256;1307,02230261488;1307,44410315611;1305,54290784023;1305,23596941804;1307,38773474153;1307,44070439031;1307,40355628111;1307,28179977304;1307,88402085829;1308,49556293025;1308,70594067615;1308,7222017172;1308,12873366751;1308,27160786606;1308,00153479433;1307,88022195389
FRA;France;163424,943604111;164958,615295958;162103,529063013;160445,429029241;160903,97937826;162644,765315136;165017,054816447;164941,552507548;167707,251635913;170184,966423487;170850,576271852;172108,414753268;171302,499137099;169671,007340865;170646,404851832;166316,076443821;164300,656220615;166164,745004711;164251,035230875;165894,82129285;170223,18270982;167548,26705589;166117,924667168;161755,066178399;158382,213272764;160221,765274454;158172,606998074;156588,501190095;153213,757500431
FRO;Faroe Islands;89,5638896547913;89,5352046684773;89,5055986551933;89,823204352612;90,0203528513606;90,015355354762;89,9262124539558;90,0941676118782;90,0175772486185;90,1988632156204;90,4145178549571;90,3936349340879;90,5225924856925;90,580134202474;90,5919779614488;90,330121944533;90,2143673922386;90,2634372513699;90,1086847834012;90,213831777485;90,1469526306013;90,4189220324375;90,6657614228738;90,7545340508738;91,3465291881438;91,5361112060588;90,6788091312338;90,7793386659932;90,8150398529508
FSM;Micronesia, Federated States of;36,136468735881;388,15549876543;388,27220380156;388,31784194216;388,393301494427;391,162900161007;391,187823577908;391,155790451302;391,116875231176;391,077248520678;391,084742131757;390,905625601669;390,946571331802;390,96362769644;390,946281222726;390,936771577772;390,919491279136;391,38483516969;391,318829107911;393,210605344808;393,172657952385;43,679774546815;43,658131880307;44,91720725619;44,935668462385;45,527439937104;46,732413416616;47,589754933639;48,334650994977
GAB;Gabon;6003,73471573263;5866,76873816398;5911,075873063;5910,21585116376;5873,90553629433;6097,55436334246;6298,34073216632;6275,48109293694;6423,44367144673;6419,42093376165;6272,19612780157;5900,37144794814;6161,48159426827;6310,26835913231;6307,29887636475;5937,70169717658;5651,40849379397;5456,08720788639;5589,58137054765;5488,14598079108;5682,6412257577;8942,04413981674;8931,57209497241;8944,39913379446;9001,10955001149;9142,8205137688;9222,93627896049;9185,28464244732;9233,64503807326
GBR;United Kingdom;161118,780931473;159575,562422721;158537,544428968;157074,965026623;158959,750766486;157917,386012259;159832,735767995;155829,579660829;152226,987793919;148571,050523351;144874,62939884;143887,81333154;141248,030399101;141247,784832179;139563,829947696;137223,183643016;133246,757713199;130253,350795866;126573,133292452;120034,307186424;119748,269834063;115930,117718127;117118,273220875;116215,223829442;113883,745297653;112056,095408981;110353,188151018;109841,236462677;107840,262443269
GEO;Georgia;8036,53634606245;8138,89981691186;7143,78433973591;6305,10949772258;5917,35843827472;5582,1803237545;5765,16722232815;5785,38201803514;5576,59125277519;5717,58817753036;5852,49239867015;5536,76151408256;5824,72903209947;6042,25464391355;6039,21643361642;6369,75954430604;6182,62680950001;6310,98255341256;6118,39762126598;6068,02817270117;5642,73846726827;6094,13963940872;6680,64299370737;6611,79629524167;6796,24473390874;6403,55120468642;6419,58698442538;6389,34397817244;6275,51397664503
GHA;Ghana;29296,5645875304;29681,5147269959;29677,2059745675;29796,5733453009;29973,3456089271;30190,8220482682;30518,0750147528;31199,2034791667;32319,4936272657;32036,6982930807;32508,3707317459;33580,1107173758;33472,3675001928;33705,894409102;33963,2042211272;34292,2368219875;34649,4229038993;34866,0811642531;35205,7399382971;35726,9111908173;35991,2992630173;15641,7491468464;16090,4599246809;16602,7350859394;16850,3709696824;17440,0869894834;13708,9575966636;14427,251624754;14965,3392979752
GIB;Gibraltar;19,1452280177501;25,2708763799282;29,3065109659434;29,7860015309059;34,5040771991294;33,7297461848758;34,4826520335255;35,5341673540773;37,1629182264413;38,4248508995871;40,0944900430749;40,7247878587764;41,1753945914482;41,7144310273777;45,050595878008;46,2037504195623;48,0870763612292;47,4143512420359;47,9926661959441;52,1715691599161;52,4608146428133;50,9158890685422;52,5284442187709;55,1615195492172;59,447905144035;64,325925449064;69,5634376373944;75,3109323367016;82,7078794807854
GIN;Guinea;16441,2200270768;16672,5928362277;16878,5915951006;17148,4812712005;17472,6685754207;17822,4428937838;18066,9597230446;18379,6684696048;19108,0269090097;19226,8627086663;19361,6313021609;19530,7421828232;19953,373532334;20450,3271638348;20876,5001738278;21426,5562342612;21918,815708164;22352,6528491014;22773,101787721;23376,4366460382;25744,7204087038;26458,0600426822;27200,6051273521;27915,8539023306;28621,3841190871;29528,822809871;31307,6525160425;32284,079657948;33208,6699875159
GLP;Guadeloupe;411,646451443832;430,547121675302;427,653073739208;418,679840095431;430,157830195775;431,687050376656;478,322582400438;489,774383825457;515,75918971092;536,863644840354;545,269344087284;540,566727734482;578,85942631624;568,75058204147;562,889815970251;553,132580878343;543,899460120942;552,625322094683;548,786990841419;550,166592969053;554,695342315897;521,107845424159;476,092360878593;490,977012350767;501,422010077513;504,474762967492;572,324113986;529,395302856192;523,928953507716
GMB;Gambia;1345,74657986953;1376,5538827122;1370,75657089419;1367,13888497929;1395,43327922073;1409,64494162159;1389,1521765337;1420,76881915452;1393,13427899063;1531,47261924298;1479,04844314272;1357,04919711195;1365,6667975591;1487,17609926326;1532,9624629297;1560,90829243757;1585,78568929903;1607,01169030911;1697,85836054541;1873,97159486739;1929,41308743662;1715,64638616635;1754,07284745946;1836,23676771036;1911,03250767675;1940,09656667336;1911,30186999299;1934,78299298399;1967,97007936832
GNB;Guinea-Bissau;2969,69482686637;2981,58292761632;3020,18800743578;3039,41900223067;3070,61978556304;3109,61897629608;2829,9916798963;2882,5802536246;3156,01444975784;3442,89975125497;3196,93415825238;3062,5110863985;3158,59216213682;3212,0624894186;3313,77549838706;3353,13178647681;3525,68848193127;3582,78951928882;3533,29657488587;3569,89384299888;3720,01619023427;3661,48180086048;3998,63652854604;3914,8979669012;3845,65603361012;4078,83179395122;3969,01387470942;3952,48325634954;3911,25927991903
GNQ;Equatorial Guinea;9653,69822613117;9660,14538704468;9706,46958513278;9796,27781693207;9928,3377829907;10056,0160346093;10095,0417449842;10276,8903928774;10405,9691772272;10456,0227352324;10490,7728622602;4905,77063099104;4733,89308569755;4796,32005558399;4967,81767526964;4976,83106093719;4954,26921057786;4985,39776378283;5038,0726341572;4945,02046881223;4988,32496132141;5035,79601877135;5046,35935203085;5101,53387012328;5059,69200758511;5043,1251849416;5089,59096880967;5065,66829990315;5097,5174030864
GRC;Greece;26798,8428181631;26924,2682841266;26799,2655683237;26470,1895029244;26844,5818627518;26883,4824595859;27295,0785326983;27693,8038247397;27930,7487321923;27510,9651699539;28612,1103204875;28192,4276253957;28467,2032516531;29340,3252011789;28971,687594274;29326,8154729199;29487,8709053401;30691,3950360441;29442,3310161937;27857,0201733935;27676,7133410596;26079,2357377466;24391,5027310428;24204,7911182542;24072,9531261091;23480,4467023053;23172,7612430629;23118,7653740612;22765,9339352222
GRD;Grenada;49,4417261286375;50,1443606830176;51,3971300882582;51,7269773671303;54,0335488949829;53,873574918232;54,9448430956413;58,7466834710324;60,484577017571;66,8811202414586;65,7458084821573;66,680768768356;65,3041852531886;68,3251389312239;67,6467836771691;68,8320447130668;67,5724094267714;69,3414465560131;71,3678169875986;72,4790888476042;71,7874359506649;78,430964247111;81,1458441076567;86,1654059308517;80,8654177254709;81,2691124360518;83,7985849217836;80,1903181081161;79,7430668498325
GRL;Greenland;44,0224602136733;44,1661560494369;44,3944978510456;44,5019999133789;44,5305638045748;44,6243383040423;44,72813152769;44,8079867366741;44,9311659852278;45,0143821436405;44,4720835088618;44,5562902911643;44,3374041256355;44,6077339355403;157,25490718915;172,770353555176;145,514335505814;201,441507754303;198,814586338533;184,262092818726;176,503394280004;179,748647207482;195,973610530529;219,113973080336;208,554431837442;211,63752111103;216,333029066397;222,55256339201;222,913671819442
GTM;Guatemala;25853,6433239634;26221,1575870251;26720,7417714702;27165,7127845271;27214,8950061289;27474,3515095986;28044,4302536196;28110,7191167996;30235,4687503332;28965,0379646479;30043,3706073803;28012,0942966921;28460,1914823375;29235,5768606362;28554,9186394673;29483,2090165928;29423,8287937985;29871,1022308081;30245,9196609244;31213,4888108839;31489,7965571482;24759,9460002071;25258,4091341691;26192,6062294567;26690,9423483407;27210,601999997;23158,8292905683;23534,7838435872;24113,7014385128
GUF;French Guiana;3700,99346347845;3715,32819034372;3709,06808089613;3707,8009419122;3709,74196187503;3719,90795254618;3730,57642488972;3736,80203719605;3754,62211669122;3790,71844115378;3732,31847534234;3535,27636768281;3523,97149825327;3537,5916816299;3575,90552903523;3579,34738113645;3566,39489585519;3558,07119314343;3560,36399808995;3584,25347104777;3574,93871093717;2805,96597617554;2796,38276515288;2798,95267876664;2802,59246899252;2815,64353322024;2933,05116827414;2930,45817596066;2929,36093198885
GUM;Guam;39,96643862635;40,908833974823;41,990111614163;43,107316330634;44,074187484534;44,9828575603675;45,8236912189525;46,6739922217025;47,365462601332;48,100461265539;48,7524237336675;49,158604828844;49,539818959788;49,782259991288;50,147277286399;50,3947471545285;50,413757676695;50,645251501321;50,76198468533;50,882585803705;51,01297785219;51,271912986295;51,79601182625;52,01687903676;52,33467198737;52,580333959095;52,91948750872;53,374753877915;53,84716279353
GUY;Guyana;9753,50718729022;10040,5921522368;10131,7967107161;10299,6485580311;10275,5341264922;10947,2715115941;11282,85046209;11439,6028109645;11575,5789186051;11700,5599220722;11399,261523212;12165,8832378068;12035,1148235369;12282,2166972687;12601,071760187;12477,6600673707;12399,9542950258;12470,5565545067;12551,2421940498;12622,2457237035;12710,6157657114;20476,338029487;20540,0154079739;20697,7538958751;20842,2940949913;20907,4580473553;17985,6557589007;18069,0002194548;18027,5049812098
HKG;Hong Kong;5148,12342948835;5499,27889004932;5751,63992792342;6079,476893077;5892,41839663611;6009,30976431651;6007,45484980275;5972,49712015386;6687,78757470984;7049,59123609618;6775,77514023412;6735,48271005974;6658,27309075698;6878,1909540871;6604,72570677349;6742,05128573095;6743,63809245918;6864,40453722713;6827,53567780487;7104,59876522182;6975,91179330357;7157,73932049733;7155,96759409287;7264,89748144668;7424,19781625869;7275,23471188668;7374,31049460877;7398,74172149376;7344,33359033637
HND;Honduras;12488,984560651;12573,3567966174;12634,8240139686;12265,0019614419;12766,7033001962;12645,4945823196;12677,4673382131;13085,2112933083;13116,1158487394;12362,7953605049;12666,6288982517;12240,7009827471;13185,5754657553;14849,9087834326;14192,3732771946;14687,0156457757;14193,4932438734;15020,743166139;15299,3663785879;15895,5196238704;16061,453540688;16517,8207612301;16399,8685605436;16770,7951825531;17007,1073034946;17036,2328447415;16961,9610281612;16958,1841027377;17292,9626499873
HRV;Croatia;11353,7913238009;9234,6949261901;8475,06563082114;8132,81002772912;8057,10109195852;7909,04307051282;7763,74771684097;8426,458425206;7967,71085444589;8397,87381256651;8433,46732888764;8207,75320058382;8326,14862347018;8419,81142432187;9123,86424079691;9131,29508906408;9330,78088069369;9485,01005364957;9513,89757000255;8795,75832848403;8810,9694484413;8703,45422210051;8385,57236097047;8401,53549469911;8481,02990143486;8627,61363616501;9227,25737123049;9318,64050445005;8982,90362282867
HTI;Haiti;4370,97880175654;4564,01226951911;5005,15977803718;4843,87165472333;4807,18490164334;4886,1720920814;5003,9667161747;5275,99738423924;5385,6837970455;5460,63126210628;5848,0032632925;5900,15424085378;5967,40256467892;6017,59483120724;6072,64304417632;6153,76476944914;6179,08088645876;6253,13854648787;6276,1804960584;6343,03647734839;6352,25443148264;6985,44993197921;7046,16172181286;7093,06641842041;7139,71815774747;7251,20071649303;7207,10571829763;7251,69465141267;7294,17077223782
HUN;Hungary;34476,8070643961;31625,9265066787;27100,0815514666;26523,3339865807;26326,5630080553;25477,3895256554;26895,6036808186;26317,8752743367;25955,8109848246;26177,3697320473;25844,7091526867;26362,038200048;25555,0408079546;25319,5799268485;26297,523814912;25616,1796459112;25286,8407370446;24139,6503499597;23539,7991240439;22122,2619620657;22262,259824772;22166,344108875;21498,2909433793;22236,3622181544;22853,1097989992;22839,497580766;23508,0706967668;24005,2439590667;24165,6376219023
IDN;Indonesia;1483688,59823233;1483694,8010088;1494772,0082676;1492757,10512997;1493601,59708264;1503756,78785294;1307979,60443339;2276980,06221351;1481907,54450834;1350857,40383278;1278490,19138008;638638,928980584;1137168,63027486;775211,430723909;1138643,54172642;864620,473945088;1272833,4169437;700519,992788481;701492,684628154;1102839,61348214;720213,835976008;1233008,56318509;1265112,64837564;1228765,75714686;1578234,67437158;1637554,78352639;964419,476818616;947275,969731529;1142489,36926856
IND;India;815963,44564914;832560,295332695;844241,947808022;858138,418660227;874431,13736388;892510,632226168;904069,423567106;914637,602242457;930630,473009084;939496,581400651;934182,123205997;964328,227226971;953992,129237881;970982,415824419;993078,106535261;1016468,50531999;1045978,74609553;1077872,71528765;1093137,54859784;1108086,48839254;1132528,42036899;1135417,89857279;1156462,70351829;1170344,39091918;1190952,16019869;1194006,64652259;1201220,9049981;1222323,618497;1248781,52562226
IRL;Ireland;30967,2035185902;31186,0790431805;31061,8830979004;31673,6827745639;32040,2613402944;32504,9009885987;32381,5289204822;33122,2561042904;33858,2938930155;34229,0804499325;35403,3530669728;35808,4787394225;35344,0694089107;34679,9878975721;34530,3586838774;34458,4100009049;34296,0775521504;33194,6245518694;32716,7439555545;32070,7941514518;31273,9923361196;30582,0000333779;31538,0283828263;32117,0428935791;32265,2689711798;32906,2565834717;34136,3497201089;34512,3254498044;34493,7126523567
IRN;Iran, Islamic Republic of;91161,0021427379;97860,5118881451;108647,876911894;103839,829873931;110213,297530235;109539,66156469;113893,447413686;114715,038895922;116103,510333682;114004,566291444;118616,524681917;117883,56615169;119553,824880918;128829,695837036;133262,520939352;139442,241933731;147137,102070592;147916,91760947;149040,619447373;151854,932788661;154914,347998596;153144,541284856;152833,456776098;155561,374431993;149091,255948607;150786,901841139;161800,436303756;166254,579584478;171419,062332657
IRQ;Iraq;28357,3586311264;15682,8446550386;18832,6329935691;22995,0994149665;23405,546617081;22981,8849349219;22805,1645436949;26474,2167951023;26527,6106960189;28965,7630254351;30563,8036766062;31645,2573113539;32828,414915563;26658,9729818694;29679,3330458639;31831,9909858096;31770,8780607718;31278,8619773892;32797,179833273;34879,8051049324;37404,7931227777;40467,1820987802;43557,7613977371;43826,9587200396;44158,442149193;42523,9624526613;48416,1742566508;49097,7794205135;52089,7519688687
ISL;Iceland;1881,17192501548;1850,23648285947;1947,74943531595;1997,36940308788;2011,22503099134;1963,32127211405;2117,11526477299;2134,54817074461;2083,05485006454;2095,77532370203;2014,97069469765;1989,00575876356;2114,43000418964;2102,13619133838;2055,39966208292;2049,47348666034;1896,70483144341;1908,25260241015;1958,68928412506;2045,03341413687;2037,97149361896;1959,95820012643;1932,5473718752;2027,97980227736;1984,20945849571;2064,02994365794;1949,47603640608;1933,41811937;1883,86991311478
ISR;Israel;7812,98035645628;7934,68590780552;8409,92929841509;8817,95023474798;9550,23137716095;10088,1934287128;10601,6848469319;10898,6285428215;11030,50705747;11380,6431028224;11872,1745539918;12078,5498926096;12652,1827184355;13016,6182242381;13307,020549409;12957,4276418896;13564,2137265177;13921,1183880876;13846,3837136628;13787,5774938544;14870,487127759;15578,188247288;16406,2167903661;16321,814911515;16103,2238714758;17970,013312445;18825,0360353986;18959,407711262;19533,8860466044
ITA;Italy;112235,977111691;110881,706361926;110313,264464169;107035,787329855;106340,765593703;107579,952776784;109275,295839721;109060,016293213;111215,0430145;114246,574648653;115692,55604272;111731,548422455;114804,770707295;117142,21738127;117036,311223052;116842,032443462;114589,26177234;114406,907101944;114377,874125328;106889,973187584;106360,544952911;103726,386799656;101676,695906247;98395,3089446216;95398,1297144852;96932,6424690771;96391,6725675614;95082,1676593195;93946,4563348227
JAM;Jamaica;2252,89124875603;2286,37476603323;3156,02970499972;2406,22958068802;2315,90397317172;2452,40323512755;2437,86330323282;2424,13356894579;2481,79538091411;2557,582717391;2566,17917169423;2544,77687130071;2677,11735803515;2739,07380992724;2677,25599035045;2609,14941659986;2464,60711928617;2530,63123132416;2270,40728172587;2257,314484016;2200,25129828916;2185,9335092623;2254,18411362588;2137,6588686194;2095,71003103527;2112,33233858105;2111,2955048561;2086,81374966821;2175,06441905585
JOR;Jordan;2666,9970500224;3516,27564948392;3523,15530907512;3476,68616671679;3512,56458431903;3699,07335978346;3816,33514294831;3919,9529811207;3936,93294056263;4049,12696735559;4166,49463178327;4321,63246162434;4611,80781451371;4795,15902359187;5200,12661525627;5625,47808723636;5755,229580062;6122,2439996846;6429,76934771865;6566,96387265884;6665,88840418898;6960,3977350056;7917,48605195107;8399,92358163883;9078,11187083349;9218,38193677711;9698,62291885149;10006,4276438411;10141,247205974
JPN;Japan;209522,565374064;210480,542082075;210952,891879453;209216,217983032;212332,863208615;210359,002325367;208237,060995065;204106,051632061;196529,766777701;199031,803995226;198754,864299768;194780,152601318;194672,400865465;193681,495303437;192272,241547013;188074,677745486;186586,600282245;190439,569884269;183864,10793807;182671,50582113;185542,956260186;189090,720456016;190936,626935068;190469,042413595;185312,029045798;181700,743322308;179519,562256952;177731,155557146;172856,086818225
KAZ;Kazakhstan;71611,8179939928;72264,7208381478;68779,933505922;67836,24147687;65208,7328865851;53772,8604807824;46898,9348521192;38893,1109544148;35322,4132549245;34918,9651081706;35051,6268201683;36568,1815698482;39847,136441421;42797,0772284107;43456,8600231574;43614,8874594906;46186,7446409334;47507,7296674896;50893,0267591723;48346,2164446527;49999,1670989666;48730,7601573219;47463,6804264815;47627,9654067703;49243,9353024086;51609,6162242504;52587,4890707563;56325,6413442174;57167,7317245869
KEN;Kenya;29815,1295463582;29022,236787847;29296,1437099344;29600,3559080011;30060,7941928559;30298,1129774015;28657,4836931144;28774,6640954768;29093,0123338176;31604,2862789657;29459,7735566237;45984,0962384404;48581,5090518022;50421,2803968645;53893,3409048263;55107,9977138281;52971,5579577922;72671,66394978;76727,066443278;73762,6484671573;76385,7257583321;69868,7188929443;69094,7892860057;68269,7687094362;68779,6724683925;69759,6542392068;66435,7372802468;62615,8317285675;64910,9744188601
