GHG emissions from food systems (each GHG is expressed in kt CO2eq, GWP-100 AR5) by sector and country, including LULUC which is reported separately.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reference dataset: EDGAR-FOODv6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country_code_A3;Name;C_group_IM24_sh;dev_country;Substance;FOOD_system_stage;Y_1990;Y_1991;Y_1992;Y_1993;Y_1994;Y_1995;Y_1996;Y_1997;Y_1998;Y_1999;Y_2000;Y_2001;Y_2002;Y_2003;Y_2004;Y_2005;Y_2006;Y_2007;Y_2008;Y_2009;Y_2010;Y_2011;Y_2012;Y_2013;Y_2014;Y_2015;Y_2016;Y_2017;Y_2018
MTQ;Martinique;04:_Rest Central America;D;GWP_100_N2O;Consumption;4,30210994505664;4,17156896332989;4,76921936685527;5,23138286235364;5,2158132766385;5,78809630194905;5,88782454991929;5,68947163796502;6,31167486538057;6,12057244385917;6,91564483119156;6,85225528435536;6,75360000595907;7,19489605719468;7,23570340998177;7,10481155309201;6,90424971604828;7,07031150933215;7,24799143935416;7,75035176315005;8,56409924261245;8,40299718740173;8,53742330541111;8,42138974256187;8,71717704495386;7,73020445003911;7,85115650965091;7,81527712534473;7,5895368860536
MTQ;Martinique;04:_Rest Central America;D;GWP_100_N2O;Packaging;0,0133687932711478;0,0127775272257773;0,0153565323066452;0,016874991735425;0,0170413041017177;0,0194545750249208;0,0193134480006454;0,0177920431335337;0,0174187297391605;0,0157410176427833;0,0182095240280869;0,0179747971980883;0,0174153323172564;0,0188884803138383;0,0192427715731156;0,0188019356213241;0,0185970273620338;0,0190078297708819;0,0198791030884031;0,019898843173886;0,0233155881636092;0,0253633348467406;0,0250162502974418;0,0250659929629284;0,0258968341042452;0,0226445714327322;0,0228391204375262;0,0251273321402003;0,0244025626420569
MTQ;Martinique;04:_Rest Central America;D;GWP_100_N2O;Processing;0,197267355016168;0,205219093150065;0,199263676702157;0,209634595111297;0,209246694537985;0,21145273046985;0,21175930693162;0,218920380999039;0,228026891489405;0,22542973702768;0,236571970655547;0,237044535775281;0,247996908558014;0,258645582959187;0,259131577283627;0,267183166659187;0,27501698418705;0,284217857133809;0,284718642470687;0,295356583425095;0,310443839993403;0,176031952110007;0,17832247392238;0,169605617840972;0,171087872574251;0,200728669930768;0,216207894393819;0,0298498527823697;0,0289887884444891
MTQ;Martinique;04:_Rest Central America;D;GWP_100_N2O;Production;29,6905381957448;29,4777957548738;28,7535590508032;27,1809738377001;27,0205694213641;25,5540751347293;25,0566379813238;23,5247945414374;24,803377912356;29,8363750669931;27,7718984354701;31,2855898358862;25,4367997674676;23,0849954344198;24,0859814387225;20,2939890631448;21,6498867330225;18,2183097578157;18,603410590724;18,4336067246165;17,5908091618588;17,2077208858754;16,9535584531722;16,3488969549544;17,1695409820439;15,8501115443946;15,8101160894477;16,2254425158304;15,1039323538431
MTQ;Martinique;04:_Rest Central America;D;GWP_100_N2O;Retail;0,0125405410220812;0,012218343289947;0,0147089082071498;0,0164055487048161;0,016480625077225;0,0187979284888385;0,0191977098641686;0,01812598484385;0,0187119575337518;0,0164183189461125;0,0192283272856086;0,019975475836536;0,0203486602165495;0,0220576148213186;0,0224564185249844;0,0220233715028356;0,0210996798716466;0,0216278143261324;0,0227994009000865;0,0246906810886503;0,0304042696784012;0,0307551328453659;0,031016785552442;0,0309574826609808;0,0315790922117592;0,0271909909737279;0,0274246411403159;0,0301728134952007;0,0293022929566404
MTQ;Martinique;04:_Rest Central America;D;GWP_100_N2O;Transport;0,140699768751053;0,129559834442753;0,159905494802589;0,211712103787521;0,22449932606852;0,240153857649525;0,265651167386448;0,307377822089738;0,431026664319458;0,516670935582439;0,646671285947607;0,659772325942011;0,57974565188907;0,60502431228495;0,564054601909734;0,562715329775615;0,554364547199452;0,546360447949496;0,549257331293002;0,62092085685205;0,611964353017147;0,637927879856455;0,647545644262325;0,652667635118245;0,675203133020655;0,581274730469924;0,586275505549118;0,645100474004903;0,626466861020733
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CH4;Consumption;1,73E+00;1,33866120330193;1,05277215981951;0,913778762790424;0,741652073760065;0,649068104926623;0,578334929522511;0,513833667039917;0,489217103472329;0,433946616298635;0,454511785120476;0,460027022022216;0,452587247162467;0,451065300701214;0,460885014457524;0,471272198624088;0,474940626129561;0,468663883129245;0,473699155495699;0,461950190057376;0,466034276780116;0,459787607118581;0,450403652956533;0,43963378752871;0,42364050629405;0,426470250859227;0,418234343365911;0,410224835564569;0,411536100114863
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CH4;End_of_Life;4,18E+02;4,23E+02;429,917977429948;436,506146331756;442,389833833563;447,970749151696;453,921575637297;459,699201633802;465,380459750307;468,580443826811;474,768901832412;479,162768001509;481,643430472412;486,512140948798;490,588870948798;492,701229028798;496,569057748798;501,186818868798;505,514824508798;508,237551788798;511,163992788798;513,771603948798;515,712122948798;517,338019668798;519,169833428798;521,001154108798;524,196875868798;527,681617548798;531,210737268798
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CH4;Packaging;0,0103088595597884;0,0116297387439395;0,0105205329094415;0,00996172235960611;0,0106245142222097;0,0121030488547345;0,0169339017340605;0,0187993373832099;0,0226940733991488;0,0227387794495786;0,0308241453600059;0,0388137039950548;0,0367807396940925;0,0362125081454075;0,0383624931753132;0,0387508606367513;0,0393417428160413;0,0378718316569419;0,0439172862375751;0,0367979193179893;0,0362608985925751;0,0359927160441636;0,033769438589501;0,0355950828411039;0,035428760343987;0,0429240319612808;0,0434109012495372;0,0404358968407202;0,0408425781018837
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CH4;Processing;31,2716598288724;30,698242872584;32,4631916909132;28,953608666052;26,0395384930912;28,0146755247408;30,0533874656568;31,6439170356288;31,736151768384;19,834081252608;28,8613204396384;32,838526982632;27,231126734476;28,106616404104;30,0297412852052;27,5808225755552;27,123850390308;24,1120888580068;24,8887462935776;25,7784608466028;25,3469906222456;24,6076359950036;23,3680893237512;23,079077544642;22,8991846481608;21,2492781054764;22,0820294387569;20,7480310085545;19,3838678767702
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CH4;Production;67,119416435073;61,9518834227356;63,7205366631039;62,7206375809832;61,2473439876536;62,1058595246382;61,7190212678155;60,0586920023238;62,0628692786528;62,2149044474664;64,8559304393717;45,606938394638;38,9076985568964;38,9770507975716;36,81518015245;32,7396909249592;31,396724033346;31,7698409419384;33,070535652672;33,476913204378;34,2043011039212;32,867222430714;33,622319088456;33,0176848774472;32,5171049243208;32,3365347309564;30,2452596712556;28,3835450408896;27,5866639294747
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CH4;Retail;0,0735686878169202;0,0788435412301202;0,0540253954853206;0,0551834526624583;0,0624146753845792;0,0647991478749792;0,0736462051709793;0,0778460899397792;0,0902380864881792;0,0630027908753796;0,0807078832939964;0,0917556900639964;0,0885234182173796;0,0929338836921173;0,100440172879717;0,101364050780055;0,105323661065651;0,106178126921251;0,130349978888514;0,122800092390451;0,126094336972051;0,129891993657251;0,128274298365835;0,128484360268172;0,13133067906091;0,152734289679893;0,143625779278658;0,149210378937051;0,149630826621924
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CH4;Transport;0,1306929238888;0,134275060724;0,14778520743;0,15793785084;0,1664398384712;0,1691316286128;0,1696837972088;0,1656134755968;0,1642581007536;0,1789322976;0,2156762841716;0,2008802620888;0,193410474446;0,187951119048;0,1819867809564;0,1767175340784;0,15718293157;0,1517322486176;0,1380478161524;0,1291358838056;0,1169294910504;0,1186549485324;0,124182406348;0,1285055581684;0,1344662660432;0,1428378153776;0,165194460871374;0,16588400667974;0,170593045463256
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CO2;Consumption;21,6898696131198;22,7563404895268;23,3227919753728;25,2631205003616;25,3107252500102;26,3145777711741;27,6078857560811;28,714243103409;31,6106776298774;34,9159601389309;38,294073374874;39,2911926571114;39,5814828481639;41,6939871791597;42,8014043562354;45,9949675256981;46,6704414266752;47,156180314425;47,4186779023877;48,3413316566097;52,0309267335703;51,936798481736;53,0001392192733;54,8337246289712;57,4857639357538;57,3281234365821;57,6799945735822;59,0780811692798;58,4283317834946
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CO2;End_of_Life;0,102437428092915;0,103026461807325;0,104203917570815;0,105381373334304;0,106558829097794;0,11185707420083;0,095961727226389;0,0806548023010267;0,0653478773756645;0,0500413194495012;0,0341458501419937;0,033557122260249;0,0341458501419937;0,0317909997815481;0,0317909997815481;0,0317909997815481;0,0317909997815481;0,0317909997815481;0,0317909997815481;0,0317909997815481;0,0317909997815481;0,0317909997815481;0,0317909997815481;0,0317909997815481;0,0317909997815481;0,0317909997815481;0,0317909997815481;0,0317909997815481;0,0317909997815481
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CO2;Packaging;2,00943478350534;2,11263332894107;2,03133214151856;2,06747684001321;2,39157278609884;2,65436892519377;3,30427886485109;3,48726377424451;3,90195072275947;4,88055495264828;5,89878610663296;7,19263088461603;7,34150892603564;7,82944040166365;8,03388417821572;9,23147419184019;11,3242053650128;11,6641112828317;11,4806742367139;10,5616015345575;11,2195889595107;11,2633239423375;11,1310181957464;12,2004762846563;12,6937722232697;12,9680567490491;12,9943162460618;13,7760081345515;13,4145351986789
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CO2;Processing;0,6299017362;0,7176912306;1,0562633025;1,1069624727;1,3066134572;1,3603351482;1,4242716222;1,4792059118;1,875062112;2,1097223472;2,5200464058;3,21083305;3,1917480042;3,316513926;3,2999479788;3,9012583716;4,7824712864;4,7364572034;4,7511351333;6,3385785957;6,8744894436;6,9745263588;7,3376818488;8,7833878055;9,2483904033;9,1040594193;9,1911521583;9,6547587201;9,38007327699
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CO2;Production;19,87450885648;16,40210547279;16,78078405975;6,71263796382;7,2034477441;7,62606049839;18,85165464508;15,51188655324;8,97563797893;13,57743887526;15,27276335541;20,26350658975;28,15671118438;15,4506766179;14,30871075;15,9312810411;18,0398401168;17,9981605692;17,0036534385;14,5189414695;16,4979364922;15,957417762;16,832133144;23,4563764438;28,2852441133;21,6315993293;18,4392753683;20,3258375901;18,72817768999
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CO2;Retail;4,80111820086965;5,57696500116965;5,88332740096965;6,79028539703359;9,20442600140324;9,63460803890324;10,3238154254032;10,5279803476032;12,0694896033032;14,2745222946032;15,3445751481975;17,0960799152975;17,8009508445032;20,3028453142672;21,1806458686672;24,4646099550311;30,3162776945286;32,5778950945286;34,0353909128647;35,5382167864286;39,0058362531286;40,2912999745286;42,1619190669343;44,2716167199983;47,4041205280622;47,1813570308679;47,9891001915319;49,8407949090454;48,7556325351615
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_CO2;Transport;3,16E+01;32,3077569114;35,7258434875;38,4349575387;39,2590084192;39,0290889617;38,8055211932;38,0665837868;37,7976897933;51,8197183525;58,1728351877;58,1097994825;59,885455103;62,0211854705;62,9694746596;64,2566616382;64,9542806112;62,2320077728;63,2566939282;66,3295585199;70,2865434894;71,1002926912;74,058535108;75,7361761471;78,0684339072;81,1530848512;86,2468742772;88,3272766984;90,28818811616
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_N2O;Consumption;27,7429070207325;27,164680538059;28,6062242295791;28,0845036061145;25,72360888293;29,2748036077323;22,944706865677;24,2704989305158;21,9996072004358;15,4925892744892;13,6546240410524;13,6765004244549;12,1202543311451;13,5621650119136;13,8273077162843;13,2200899702825;13,0675506167281;11,6137260762297;8,51033095069322;8,42025493335576;9,33856649800214;9,13737023216418;8,6968496348923;8,65764357034723;8,43940244996708;8,94494669791617;8,27576745438275;8,10278212496203;7,81018257983329
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_N2O;End_of_Life;9,91676536030001;10,177601792143;10,3440949937377;10,4647963574237;10,7618285590184;10,9032841214228;11,2102910963009;11,4491635030219;11,867387909743;12,2825649137188;12,5843514534333;12,6772635702177;12,7612124534333;13,1117934205709;13,5095584205709;13,6942634205709;13,7625274205709;13,8771664205709;13,9874064205709;14,3736704205709;14,6528479205709;14,9566704205709;14,8841134205709;14,7893229205709;14,5933289205709;14,5518829205709;14,5321139205709;14,7359784205709;14,7729724205709
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_N2O;Packaging;0,0153010713453295;0,0171321674575505;0,0155451032494253;0,0147667103374926;0,0158453653594738;0,0179174054379049;0,0237876510178449;0,0265811406975759;0,0326509379345312;0,0357533584688234;0,050522009403095;0,0643020611155733;0,0622963076605751;0,0618972242439281;0,06398891653342;0,068810577384419;0,0762374156976208;0,0776197899015937;0,0865306414118751;0,0742214949549135;0,07590398191307;0,0746914387507961;0,0722419749335854;0,0781461010578806;0,0796525515185512;0,0890873638400495;0,0855836289880827;0,0857239185315554;0,0840574250710666
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_N2O;Processing;8,590121569327;8,48628706193;8,835103845892;8,668862556327;8,094727496546;9,014548345732;7,433792835964;7,853010740834;7,34002004048;5,697179501792;5,484803037492;5,50210442194;5,14690546246;5,525557423532;5,659972659145;5,52572916664;5,494279607304;5,247507085397;4,573938625923;4,626788493724;4,86843758582;4,8486057301255;4,696370920982;4,646156615345;4,480914939859;4,56261517693;4,38261723943;4,3348088758155;4,25964511288022
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_N2O;Production;89,8284591652508;88,1865277029095;89,3055878620928;83,1718016881232;92,2696314985305;95,6103717302264;100,069814019345;92,9388331194062;95,2716327185872;100,353968202544;119,094843100108;87,4578627025393;79,391055222374;69,3135355781128;93,52470698476;94,226253093085;96,437953643053;98,173872866011;97,80998710652;99,659719379545;101,516018004625;103,091354352718;83,172220675415;80,561768101677;86,363040427089;85,299697054165;85,098311874555;84,6987235266055;82,9532028715316
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_N2O;Retail;3,67E-02;0,0442099346545164;0,0425427146857261;0,0431960631046943;0,0518015051146301;0,0549646910236301;0,0646870950816301;0,0710360185056301;0,09007527719363;0,0926163535258397;0,126894950957872;0,146556142650872;0,14292209481584;0,150360500107808;0,159276140656808;0,169667213737776;0,186217875747648;0,198592829423648;0,24026282811168;0,228997450723648;0,244479340189648;0,250263936467648;0,252631773409616;0,257813807581584;0,268458485821552;0,29065858419952;0,279506114725488;0,280346800454418;0,275021464396646
MUS;Mauritius;09:_Eastern_Africa;D;GWP_100_N2O;Transport;0,255982133899;0,26356137701;0,29260354268;0,315669163297;0,327852725016;0,330705321332;0,341213938944;0,346272066819;0,357258860607;0,3847619051375;0,4244919512205;0,4210661234935;0,4334018505975;0,451064021601;0,4707385668825;0,4946535920525;0,47527433623125;0,524575961344;0,533217600532;0,573840719988;0,6018177810425;0,611593673522;0,6418694305425;0,6697743764315;0,7073591210035;0,7580658943725;0,8273751948225;0,8637597308095;0,883222365820848
MWI;Malawi;10:_Southern_Africa;D;GWP_100_CH4;Consumption;70,1217744608124;66,5764802199305;64,8265634107886;58,9555216573645;69,8350324553033;68,4109988726159;65,8258081446621;63,5486020806368;63,7222519881774;66,5424367565882;69,353930392872;69,8052069517267;70,1688230914297;70,8595439219381;71,5805624782346;69,873892072245;70,7659532584735;71,6845254836902;72,6095271553208;73,8356117368007;74,8041691581397;75,4607845522909;77,822708967394;78,0593194425299;77,4967001007417;78,6190091632163;80,3030954225689;82,474297817158;82,4728174224549
MWI;Malawi;10:_Southern_Africa;D;GWP_100_CH4;End_of_Life;1352,37819164;1386,22487808;1397,33448568;1406,81741872;1409,6700534;1434,40724364;1468,84786244;1511,025257;1560,34735444;1611,61748636;1660,93724132;1701,58299192;1745,65553456;1793,9612684;1844,9016348;1898,13209936;1957,04222392;2023,4238136;2091,37480944;2163,26653984;2235,81437856;2308,74665784;2380,22841112;2456,48191544;2537,44518104;2615,62276864;2696,112748;2780,6411136;2866,9888156
MWI;Malawi;10:_Southern_Africa;D;GWP_100_CH4;Packaging;1,03958498079293;0,946247627220456;1,0425202977832;0,81434402774885;1,07032674699264;1,05601612093057;0,978319584840453;1,83698288015487;1,30514767917392;1,98098397016021;2,94448159301039;1,91673798173083;2,49440507070072;3,13775191942126;2,21328984150715;2,27732698436205;3,80854431436933;4,77570105249996;6,5903722264258;6,82302569128154;3,21610167364851;4,50245486841655;5,2233949427312;2,78662836549771;3,93386500649204;3,09620255159718;2,26593745168641;3,15791812149992;2,71091546732439
MWI;Malawi;10:_Southern_Africa;D;GWP_100_CH4;Processing;12,8079280084267;13,4343767199231;13,642086607374;9,92221175908293;13,1948974748748;14,9670125286872;15,0662918429223;14,0549714338956;14,7652582271471;14,3288435581045;15,4705734858123;15,9727502748831;16,8438975402197;17,5590139374518;16,1342572296821;18,2703263433526;18,934710304924;20,7373632661945;23,8148267947725;24,196450896644;23,1851252148076;27,855195563135;32,1581892640925;34,8605705806501;36,5803276955042;39,905512481023;40,0861560888626;45,9084890180883;58,6483574164594
MWI;Malawi;10:_Southern_Africa;D;GWP_100_CH4;Production;1372,19075634924;1350,49396053101;1297,3339852281;1373,30539340085;1237,43202859443;1265,09205902761;1299,68752453259;1212,61610348744;1378,2815967601;1371,00622833198;1471,00310302743;1466,17924590579;1493,27971243429;1536,66910161571;1514,11287358722;1564,33955568444;1659,66167134981;1834,65728884845;1996,67771148047;2097,99098447293;2244,66833565917;2402,81652048575;2554,84413492151;2744,31346633202;2922,11296949115;3122,16544212077;3285,78705450316;3462,17069683713;3868,56113205263
MWI;Malawi;10:_Southern_Africa;D;GWP_100_CH4;Retail;0,166882839932976;0,155946840991549;0,161093722569862;0,153532256070151;0,155649158320967;0,156193726076644;0,150099042569914;1,44001297779399;1,47197512162395;1,54655141953525;1,75835191468657;1,93392845044957;1,98225903587003;2,0141380736259;2,0250855326852;2,03599028251761;2,07554891364212;2,15154332065593;2,1594168876444;2,20712135811976;2,22404442705658;2,26919730436393;2,39712412824971;2,42541315295745;2,49862304697047;2,54630463687359;2,6035507419695;2,67541985997043;2,67460678729014
MWI;Malawi;10:_Southern_Africa;D;GWP_100_CH4;Transport;0,10360443873625;0,118730286585053;0,0691266672531426;0,065521510130194;0,0802320343279832;0,0917056966233142;0,10224819760718;0,142542909627192;0,130877682538766;0,161313632337339;0,242740059291016;0,208989190640988;0,218365037973965;0,25235610927472;0,218788994508371;0,202935168444501;0,242038026360427;0,251802352481836;0,302390777260238;0,302855659070543;0,267660374134717;0,296309759530466;0,320838234075687;0,298478087106805;0,312911042991452;0,303297589343705;0,337017580405141;0,279108253966934;0,274305358832246
MWI;Malawi;10:_Southern_Africa;D;GWP_100_CO2;Consumption;6,43649114929057;8,93542809137471;8,65427718649934;8,22293163607579;8,74628172815982;9,23120447634105;10,164618208265;11,6393461811333;11,3642529509832;11,7489149636447;12,9987247875429;14,6825828849287;13,3655655162586;14,5519991467758;13,7029289471799;13,2822790991761;14,742482318793;14,7939597962518;16,7699316536109;15,0356982387217;17,2310043843091;10,5239053050371;9,6671024564256;9,17515510510054;8,46829739869138;7,45002542046558;9,64302434974416;8,55904835436039;9,00383115061266
MWI;Malawi;10:_Southern_Africa;D;GWP_100_CO2;Packaging;7,59E-01;0,914665971210462;0,996376867030471;0,885683016463512;0,817528812511777;0,827336631360599;1,08339103527297;1,22178243201517;1,28483035832339;1,44005899811489;2,33054544443137;2,55462497454511;2,6052761518782;2,93582800066694;2,68742683227559;3,2777517958658;3,74145806439641;3,95924806324526;4,14631155062126;3,80113631482742;3,89549159402034;1,48755669672954;1,32886183108846;16,9756713286074;8,14057598157654;6,16853735563798;5,48031560431181;7,08381813736193;8,31475580324231
MWI;Malawi;10:_Southern_Africa;D;GWP_100_CO2;Processing;0,178402549499996;0,238410039296835;0,405166098446789;0,356305347881184;0,327827781615725;0,308046523294799;0,361617105598238;0,396207254567783;0,453381381144229;0,44059327292675;0,9060206364675;1,02243012400079;1,02218366991362;1,13138478270852;1,01976651470229;1,30014244789919;1,51417300354152;1,51268131596699;1,56523402015439;2,3940650954677;2,65190285510789;1,0942360092462;0,980807424167879;2,62510357320402;1,78492373901055;1,49253181338592;2,04387553188004;2,0925551943102;2,3099395999515
MWI;Malawi;10:_Southern_Africa;D;GWP_100_CO2;Production;20,4676217605309;30,7008348606971;32,0495822756758;28,5248205204505;17,7898266371679;24,2993748670545;26,1831811686974;26,755441827747;22,6209982662334;21,2933489047881;25,9079938789661;19,4101796041262;61,0884056722558;63,5702721129489;64,8191167910438;77,6616432753378;80,8588847474885;47,3188571486666;48,3011314532815;50,0650365312878;25,9676930735119;18,8114773462481;15,1429875316338;16,5131429213628;14,3144849145562;12,560176537664;15,6802231082169;13,8963967482612;14,6371523912904
MWI;Malawi;10:_Southern_Africa;D;GWP_100_CO2;Retail;0,544881335660872;0,716117128750203;0,710178895192745;0,662281119752527;0,579981050516393;0,617749270030196;0,982771711005538;1,12472670132671;1,01406339616454;1,1729833860107;2,77571381730268;2,75825630745096;2,89581780044444;3,30966400184508;3,27337043584526;4,06578446562235;4,68211065282508;5,00762845007894;5,56966670878972;5,45415985018128;6,01042200156211;2,26004904197843;2,13132253163897;1,76522893578596;1,70981430449307;1,53880017374568;2,43039451652781;2,16064585642494;2,27344945717105
MWI;Malawi;10:_Southern_Africa;D;GWP_100_CO2;Transport;7,20E+00;11,4699532403389;10,6051219065574;10,5443719448346;11,6522113744821;13,537066482098;15,2110981711648;17,0986041328131;18,4213827250848;20,8988610906133;26,2032594709875;24,2033531854851;23,2504931276477;25,7357600598972;26,7838165609387;24,1348339728459;25,4791550509455;23,5152163192109;28,4929957584297;25,815308766654;32,1826149475347;30,34639756218;30,9884091946571;34,36874768011;34,1528825069718;32,3456424942629;39,4259870288518;34,7285681180398;36,5286012148875
MWI;Malawi;10:_Southern_Africa;D;GWP_100_N2O;Consumption;25,2911097525886;25,0801456730976;24,6026412431305;19,2906904862842;25,6850885810995;27,0544805197597;25,8125133085074;23,6799044186151;23,3928970631307;22,4028838245621;24,2501648824151;24,0534781584307;27,2482061972182;27,3163454688066;27,4668669442171;29,0646919979004;27,3252284137706;30,2476353520232;32,254859676677;30,9734014091693;30,6075972172801;31,8229284640203;33,5774069219728;33,4116333318249;33,1941894771852;33,1862617390808;32,797379586334;33,0931852428674;33,1847081725035
MWI;Malawi;10:_Southern_Africa;D;GWP_100_N2O;End_of_Life;6,42E+01;64,254815;64,958655;66,17739;67,669605;68,345885;71,15939;74,136665;77,7404;81,543945;85,242815;87,638415;90,01997;92,440215;94,98289;97,707885;102,423825;108,15657;114,574075;118,72424;123,79581;129,645685;135,696165;141,29376;147,768505;155,195395;161,464235;166,946555;168,770285
MWI;Malawi;10:_Southern_Africa;D;GWP_100_N2O;Packaging;0,0013015364382532;0,00152675263499176;0,00206423571956314;0,0017588019102642;0,00145506694441558;0,00143821914539166;0,00212601598980229;0,00242629140547213;0,00249710264776968;0,00282943877914198;0,00637050398676271;0,00699392741616963;0,00716526814360567;0,00828280573496914;0,00739970496869173;0,00993481058013888;0,0113993873063362;0,0122315015185137;0,0122233291817721;0,0112256040053884;0,0118089381679748;0,00535697546185058;0,00490299036122064;0,071159894078854;0,0343492370499075;0,0261521950128433;0,022510164647622;0,0295048515915983;0,0344741086538796
MWI;Malawi;10:_Southern_Africa;D;GWP_100_N2O;Processing;18,801389747058;18,8873223097852;19,0421594821701;18,3054011562227;19,736978127385;20,3068074631758;20,8055814831107;21,1056427265583;21,9021896187027;22,4348476726607;23,5791093070283;24,1260577072002;25,5144768602955;26,0631278750794;26,6896389894626;27,5942983940983;28,2772839786984;30,386028703656;32,3911961300096;33,0642226024226;34,1020758677171;35,8982063780646;37,7217744529328;38,9742032253254;40,5813625435295;42,3966608378738;43,6863901502606;45,0578711670007;45,5124899808592
MWI;Malawi;10:_Southern_Africa;D;GWP_100_N2O;Production;660,427114936442;654,261479625419;650,707253006254;661,247747591378;610,674768996925;640,074855739146;652,63198297274;640,859876925862;709,974214687538;699,18431117211;754,862448052279;733,406972104298;745,629467385404;778,674614773095;786,921949483934;807,848600880825;887,814244549655;1003,57520891744;1115,91259335229;1212,8565980671;1357,37702620992;1467,41571685246;1583,68440487557;1699,14844500566;1779,33224459654;1921,03667279793;2030,07591638706;2175,20759806927;2507,51938635619
MWI;Malawi;10:_Southern_Africa;D;GWP_100_N2O;Retail;0,00901158720965478;0,00868870813772043;0,00929401144061693;0,0087986568043967;0,0084301429483189;0,00854294255313707;0,0093287872131234;0,170470127241836;0,173983522790847;0,181768667235233;0,210117942213996;0,233902053346057;0,240083346739192;0,244401608706909;0,245062148006276;0,248657961932321;0,253480148253245;0,262511705921371;0,262501711962442;0,267202662148929;0,274019888955758;0,267963124130047;0,281821126379171;0,286813437430415;0,294620836215489;0,300087215891802;0,307811494493486;0,315660752709867;0,315881233598098
MWI;Malawi;10:_Southern_Africa;D;GWP_100_N2O;Transport;0,033973251684492;0,05760180630518;0,056161239121215;0,0590586560153465;0,069718116740018;0,0843331122749995;0,101049543808706;0,118018188949604;0,130710216450498;0,1518068243862;0,19681336242928;0,179205097590338;0,168594175574552;0,184701454584626;0,191316402820468;0,166411912619771;0,175526332649625;0,158327463873648;0,188818425730536;0,173942189178316;0,259869869141583;0,257011301501095;0,260640089409372;0,292073907761565;0,319336778643279;0,298947207985924;0,335394652604037;0,295254228649053;0,310468486651895
MYS;Malaysia;21:_Southeastern Asia;D;GWP_100_CH4;Consumption;61,0965389578434;59,6547697500255;58,4016554123947;57,8358119850853;57,7002871035207;53,3257979248619;63,1843793657272;66,3371343319131;54,1238202585213;60,4490333452265;48,4587004685343;44,979779519462;46,5391639909279;55,0509000463154;58,0756905019893;62,4328067560283;71,6915694650613;61,4513507189087;79,5419510653054;61,8052759048634;45,5945996121089;44,0153465861129;39,8587010857748;34,1412616655437;29,5147079075776;35,150455073573;36,5486399939606;36,5533751184705;37,3449600744276
MYS;Malaysia;21:_Southeastern Asia;D;GWP_100_CH4;End_of_Life;3934,32495902327;4111,89506290376;4298,89112316576;4495,27153558173;4698,93011133123;4915,1830695938;5148,22206851709;5383,35242428038;5559,70850290606;5790,79445350302;6049,09606405401;6249,34152776903;6466,96077876932;6693,21521431772;6929,82582600402;7164,87477992761;7401,46733914278;7572,71404541728;7677,44904641866;7875,37429953922;8133,92871091;8382,98586382005;8637,65659983415;8892,27087914975;9157,20676678505;9414,83297228878;9632,95289133869;9855,00242629509;10066,8563015133
MYS;Malaysia;21:_Southeastern Asia;D;GWP_100_CH4;Packaging;241,686274145709;267,282050074297;265,867934995988;283,129279341011;306,427047163561;319,81698850549;405,557255299103;465,088691746971;430,405742352991;568,789220967546;678,007611199808;674,25252140504;545,937619029027;564,21074293984;660,78688747233;746,557905418623;737,36305903632;711,259745412174;791,483213348141;703,975913639013;702,431101621985;725,827478428461;710,611929548459;767,293800067622;750,133567514737;743,176011399081;737,630130093017;740,741576756747;752,01412665206
MYS;Malaysia;21:_Southeastern Asia;D;GWP_100_CH4;Processing;278,178869359046;300,787346644012;327,508720229492;410,091434442182;445,42577725951;471,977773423177;629,195005535155;708,64801597853;663,705941293727;596,985009146793;648,545532519469;629,294679181167;668,487823085485;710,246701259046;765,722773860761;846,768465707332;836,86431209046;803,066436108;881,557514744697;913,551732325452;905,99675880059;959,921457768343;1235,53410254474;1437,37822444815;1637,41611049422;1488,80517955561;1488,14642609392;1460,86717855923;1479,82763108466
